ImageNr,site,well,plate,plate_acquisition_id,batch_id,compound_id,pert_type,moa,selected_mechanism,valid,train,test
4849,2,B20,P015078,1321,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
4854,7,B20,P015078,1321,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
5858,3,H20,P015078,1321,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
5856,1,H20,P015078,1321,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
5368,1,E22,P015078,1321,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
5369,2,E22,P015078,1321,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
5373,6,E22,P015078,1321,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
5374,7,E22,P015078,1321,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
5370,3,E22,P015078,1321,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
5375,8,E22,P015078,1321,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
5372,5,E22,P015078,1321,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
5371,4,E22,P015078,1321,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8589,6,K04,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8590,7,K04,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8585,2,K04,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8588,5,K04,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8584,1,K04,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8587,4,K04,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8591,8,K04,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8586,3,K04,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
7266,3,C07,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7267,4,C07,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7269,6,C07,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7264,1,C07,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7270,7,C07,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7268,5,C07,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
8114,3,H08,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8112,1,H08,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8116,5,H08,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8115,4,H08,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8113,2,H08,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8117,6,H08,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8118,7,H08,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8800,1,L10,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8802,3,L10,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8295,8,I09,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8289,2,I09,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8805,6,L10,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8807,8,L10,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8290,3,I09,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8806,7,L10,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8292,5,I09,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8291,4,I09,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8804,5,L10,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8803,4,L10,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8293,6,I09,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8801,2,L10,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
9156,5,N12,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
7803,4,F11,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
9157,6,N12,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
7288,1,C10,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
7290,3,C10,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8477,6,J11,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
9153,2,N12,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
7804,5,F11,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
8480,1,J12,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
8305,2,I11,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
7805,6,F11,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
9158,7,N12,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
7289,2,C10,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8306,3,I11,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
7293,6,C10,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
7295,8,C10,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
7291,4,C10,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
9152,1,N12,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8472,1,J11,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8478,7,J11,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
7801,2,F11,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
8308,5,I11,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
7292,5,C10,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8475,4,J11,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8479,8,J11,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
9154,3,N12,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8476,5,J11,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8307,4,I11,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
7806,7,F11,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
7807,8,F11,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
8473,2,J11,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8310,7,I11,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
8304,1,I11,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
7294,7,C10,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8474,3,J11,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8311,8,I11,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
9155,4,N12,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
7802,3,F11,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
8492,5,J13,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8486,7,J12,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
7139,4,B12,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8494,7,J13,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8490,3,J13,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8481,2,J12,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
8483,4,J12,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
7140,5,B12,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8482,3,J12,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
8488,1,J13,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
7136,1,B12,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8484,5,J12,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
7143,8,B12,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
7137,2,B12,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8495,8,J13,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8491,4,J13,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8489,2,J13,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8493,6,J13,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
7138,3,B12,P015079,1334,BJ1896900,CBK011601,trt,adrenergic receptor antagonist,heat shock response signalling agonist,False,False,False
8336,1,I15,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8667,4,K14,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7829,6,F14,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7502,7,D15,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7665,2,E15,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7667,4,E15,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7671,8,E15,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7827,4,F14,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7826,3,F14,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7499,4,D15,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
8670,7,K14,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7668,5,E15,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
8664,1,K14,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
8342,7,I15,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
7501,6,D15,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7497,2,D15,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
8669,6,K14,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
8341,6,I15,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
7500,5,D15,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
8668,5,K14,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
8671,8,K14,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7831,8,F14,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7828,5,F14,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7824,1,F14,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
8337,2,I15,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8666,3,K14,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7830,7,F14,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7503,8,D15,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7664,1,E15,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7498,3,D15,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7670,7,E15,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
8340,5,I15,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
7825,2,F14,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7669,6,E15,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7666,3,E15,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
8338,3,I15,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8665,2,K14,P015079,1334,BJ1896685,CBK308451,trt,benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,heat shock response signalling agonist,False,False,False
7519,8,D17,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
8182,7,H16,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7512,1,D17,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
9023,8,M16,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
8183,8,H16,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
9018,3,M16,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
7517,6,D17,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
7516,5,D17,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
7515,4,D17,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
7518,7,D17,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
8179,4,H16,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7513,2,D17,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
9021,6,M16,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
9016,1,M16,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
8178,3,H16,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
9022,7,M16,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
8177,2,H16,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
7514,3,D17,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
8176,1,H16,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
9019,4,M16,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
8181,6,H16,P015079,1334,BJ1896938,CBK308596,trt,interferon inducer,heat shock response signalling agonist,False,False,False
9017,2,M16,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
9020,5,M16,P015079,1334,BJ1899228,CBK023968,trt,-,heat shock response signalling agonist,False,False,False
9026,3,M17,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
9030,7,M17,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
9031,8,M17,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
9029,6,M17,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
9028,5,M17,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
9024,1,M17,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
9025,2,M17,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
9209,2,N19,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8205,6,H19,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8204,5,H19,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8203,4,H19,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
9211,4,N19,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
9213,6,N19,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8036,5,G19,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8037,6,G19,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
9210,3,N19,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
9214,7,N19,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
9212,5,N19,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8207,8,H19,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
9208,1,N19,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8200,1,H19,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
9215,8,N19,P015079,1334,BJ1899171,CBK200817,trt,radiopaque medium,heat shock response signalling agonist,False,False,False
8201,2,H19,P015079,1334,BJ1898266,CBK290550,trt,acetylcholine receptor agonist,heat shock response signalling agonist,False,False,False
8034,3,G19,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8032,1,G19,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
8035,4,G19,P015079,1334,BJ1898411,CBK291080,trt,bacterial DNA gyrase inhibitor,heat shock response signalling agonist,False,False,False
9399,8,O21,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8219,4,H21,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
9395,4,O21,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
9397,6,O21,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8218,3,H21,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
9396,5,O21,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8217,2,H21,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
8223,8,H21,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
9392,1,O21,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
8221,6,H21,P015079,1334,BJ1896686,CBK308452,trt,electrolyte reabsorption inhibitor,pregnane x receptor agonist,False,False,False
9394,3,O21,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
9393,2,O21,P015079,1334,BJ1896936,CBK308594,trt,mediator release inhibitor,heat shock response signalling agonist,False,False,False
37970,3,D02,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,False,False
37975,8,D02,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,True,False
37972,5,D02,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,True,False
37971,4,D02,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,False,False
37973,6,D02,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,True,False
37969,2,D02,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,True,False,False
37974,7,D02,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,True,False
37968,1,D02,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,False,False
38489,2,G04,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,True,False
38488,1,G04,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,False,False
38492,5,G04,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,True,False,False
38491,4,G04,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,False,False
38493,6,G04,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,False,False
38494,7,G04,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,True,False
38495,8,G04,P015092,1328,BJ1898619,CBK288347,trt,JAK inhibitor,JAK inhibitor,False,False,False
39693,6,N07,P015092,1328,BJ1896206,CBK291016,trt,histone lysine methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
39691,4,N07,P015092,1328,BJ1896206,CBK291016,trt,histone lysine methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
39690,3,N07,P015092,1328,BJ1896206,CBK291016,trt,histone lysine methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
39694,7,N07,P015092,1328,BJ1896206,CBK291016,trt,histone lysine methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
39688,1,N07,P015092,1328,BJ1896206,CBK291016,trt,histone lysine methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
39692,5,N07,P015092,1328,BJ1896206,CBK291016,trt,histone lysine methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
39689,2,N07,P015092,1328,BJ1896206,CBK291016,trt,histone lysine methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
39695,8,N07,P015092,1328,BJ1896206,CBK291016,trt,histone lysine methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
37704,1,B11,P015092,1328,BJ1896206,CBK291016,trt,histone lysine methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
